"","cand_a_female","picked_cand_a","region","gender","age","college","race","pid","ideo","considerwoman","considerwoman_n","horserace","demnom","favdnc","favmetoo","favblm","favaoc","unfavfb","unfavwallst","longprim","funding","candstrong","candwarm","candhumble","candassert","candcomp","perormot","suppclean","billionbad","sdo","believe","moderate","liberal","progressive","socialist","womenoffend","followmost","urbanicity"
"1060",FALSE,TRUE,"Midwest",1,43,1,"White","Democrat","Liberal/Very Liberal",TRUE,3,"Pete",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"Don't know","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,0,1,1,0,"Motivate base",TRUE,FALSE,1,"Not sure",0,0,1,0,TRUE,TRUE,"Suburb"
"1061",FALSE,TRUE,"Midwest",1,71,1,"White","Democrat","Moderate",TRUE,1,"Bernie",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,1,1,0,0,"Motivate base",FALSE,FALSE,5,"Presumption of innocence",1,0,0,0,FALSE,TRUE,"Rural or other"
"1062",FALSE,FALSE,"South",1,43,1,"White","Democrat","Liberal/Very Liberal",TRUE,2,"Warren",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",0,1,1,0,0,"Motivate base",TRUE,TRUE,2.75,"Believe",0,0,1,0,FALSE,TRUE,"Suburb"
"1063",FALSE,TRUE,"West",0,52,0,"Hispanic","Democrat","Liberal/Very Liberal",FALSE,0,"Biden",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,0,0,1,1,"Motivate base",FALSE,TRUE,3,"Not sure",0,1,0,0,FALSE,TRUE,"Suburb"
"1064",TRUE,FALSE,"Midwest",1,72,1,"White","Democrat","Moderate",TRUE,2,"Pete",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"Don't know","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,1,0,1,0,"Motivate base",TRUE,TRUE,2.75,"Presumption of innocence",1,0,0,0,FALSE,TRUE,"Suburb"
"1065",FALSE,FALSE,"South",1,45,1,"Black","Democrat","Moderate",FALSE,0,"Biden",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Don't know","Don't know",1,0,0,1,0,"Persuade Trump voters",TRUE,FALSE,4.25,"Presumption of innocence",1,0,0,0,FALSE,TRUE,"City"
"1066",TRUE,TRUE,"Northeast",0,47,1,"White","Democrat","Moderate",TRUE,2,"Warren",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Don't know","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,0,0,0,1,"Don't know",TRUE,TRUE,4.5,"Not sure",1,0,0,0,TRUE,TRUE,"Rural or other"
"1067",TRUE,FALSE,"Midwest",1,54,0,"White","Independent","Moderate",TRUE,4,"Harris",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Don't know","Don't know",0,0,1,0,0,"Motivate base",TRUE,FALSE,3,"Believe",1,0,0,0,TRUE,TRUE,"Suburb"
"1068",TRUE,TRUE,"South",0,61,0,"Black","Democrat","Liberal/Very Liberal",FALSE,0,"Biden",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Don't know","Don't know",1,0,1,1,1,"Persuade Trump voters",FALSE,FALSE,5.5,"Presumption of innocence",0,0,0,0,FALSE,FALSE,"Suburb"
"1069",TRUE,FALSE,"South",1,34,1,"White","Independent","Liberal/Very Liberal",TRUE,1,"Other",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"Don't know","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,0,0,0,0,"Motivate base",TRUE,TRUE,4,"Believe",0,0,1,1,TRUE,FALSE,"Suburb"
"1070",FALSE,FALSE,"Northeast",1,40,1,"White","Democrat","Conservative/Very conservative",TRUE,2,"Pete",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,1,1,1,1,"Motivate base",FALSE,TRUE,1,"Presumption of innocence",0,0,1,0,FALSE,FALSE,"Rural or other"
"1071",TRUE,TRUE,"Midwest",0,51,1,"White","Democrat","Liberal/Very Liberal",TRUE,2,"Warren",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"Don't know","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,0,1,1,0,"Motivate base",TRUE,TRUE,2,"Presumption of innocence",0,1,1,1,FALSE,TRUE,"City"
"1072",FALSE,TRUE,"Midwest",0,49,0,"White","Independent","Liberal/Very Liberal",TRUE,2,"Bernie",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",0,0,1,1,0,"Motivate base",TRUE,TRUE,1.25,"Believe",0,0,1,1,FALSE,TRUE,"Rural or other"
"1073",FALSE,TRUE,"Midwest",0,55,0,"White","Independent","Liberal/Very Liberal",TRUE,1,"Warren",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,0,1,0,0,"Motivate base",TRUE,TRUE,2,"Believe",1,0,0,0,FALSE,FALSE,"City"
"1074",FALSE,FALSE,"Northeast",0,41,1,"Black","Democrat","Liberal/Very Liberal",TRUE,3,"Other",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,1,1,1,1,"Motivate base",TRUE,TRUE,1,"Believe",0,0,0,1,FALSE,TRUE,"City"
"1075",TRUE,TRUE,"Midwest",0,52,0,"White","Democrat","Moderate",FALSE,0,"Bernie",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Don't know","Don't know",1,0,0,0,0,"Motivate base",FALSE,TRUE,5.5,"Not sure",1,0,0,0,FALSE,FALSE,"City"
"1076",FALSE,TRUE,"South",1,59,1,"Black","Democrat","Moderate",TRUE,1,"Harris",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,0,0,1,0,"Motivate base",TRUE,TRUE,1.5,"Believe",1,0,0,0,TRUE,FALSE,"Suburb"
"1077",TRUE,TRUE,"South",1,37,1,"Hispanic","Democrat","Liberal/Very Liberal",TRUE,2,"Warren",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","Don't know",1,0,0,0,0,"Persuade Trump voters",TRUE,TRUE,3,"Presumption of innocence",0,1,1,0,FALSE,TRUE,"City"
"1078",TRUE,FALSE,"West",1,33,1,"White","Independent","Liberal/Very Liberal",TRUE,2,"Warren",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,0,1,1,0,"Persuade Trump voters",TRUE,TRUE,2.25,"Believe",0,1,1,0,TRUE,FALSE,"City"
"1079",TRUE,TRUE,"West",0,71,0,"White","Democrat","Liberal/Very Liberal",TRUE,3,"Harris",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,1,1,1,0,"Motivate base",TRUE,TRUE,4.5,"Believe",0,1,0,0,FALSE,FALSE,"Rural or other"
"1080",TRUE,TRUE,"West",0,50,1,"White","Democrat","Liberal/Very Liberal",TRUE,2,"Warren",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,0,0,1,0,"Motivate base",TRUE,TRUE,2.75,"Believe",0,1,1,0,TRUE,TRUE,"Rural or other"
"1081",TRUE,FALSE,"West",0,23,1,"White","Democrat","Liberal/Very Liberal",TRUE,2,"Harris",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Don't know","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,0,0,1,1,"Motivate base",TRUE,TRUE,3.75,"Not sure",0,1,1,0,FALSE,TRUE,"Rural or other"
"1082",TRUE,TRUE,"Midwest",0,53,0,"White","Democrat","Moderate",TRUE,1,"Harris",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","Don't know",0,1,1,0,0,"Motivate base",TRUE,TRUE,2.5,"Believe",1,0,0,0,FALSE,TRUE,"Suburb"
"1083",TRUE,TRUE,"Midwest",1,42,0,"White","Democrat","Moderate",TRUE,1,"Warren",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","Don't know",1,0,1,0,0,"Motivate base",FALSE,TRUE,4.75,"Presumption of innocence",1,0,0,0,TRUE,FALSE,"Suburb"
"1084",FALSE,TRUE,"Midwest",0,31,1,"White","Independent","Liberal/Very Liberal",TRUE,1,"Bernie",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,1,1,1,0,"Persuade Trump voters",FALSE,TRUE,3,"Believe",1,0,0,0,FALSE,FALSE,"Rural or other"
"1085",FALSE,TRUE,"West",0,38,1,"Other","Democrat","Liberal/Very Liberal",FALSE,0,"Biden",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Don't know","Don't know",1,0,0,0,1,"Motivate base",TRUE,FALSE,4.25,"Believe",0,1,0,0,TRUE,FALSE,"City"
"1086",FALSE,FALSE,"South",0,38,1,"White","Democrat","Liberal/Very Liberal",TRUE,2,"Harris",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,0,0,1,1,"Motivate base",TRUE,FALSE,1.5,"Believe",0,1,0,0,FALSE,TRUE,"Suburb"
"1087",FALSE,TRUE,"West",0,55,0,"White","Independent","Moderate",FALSE,0,"Bernie",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",0,0,0,1,0,"Motivate base",FALSE,TRUE,2.25,"Believe",1,0,0,1,FALSE,FALSE,"City"
"1088",FALSE,TRUE,"Midwest",0,41,0,"White","Democrat","Liberal/Very Liberal",TRUE,2,"Harris",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,0,0,1,0,"Persuade Trump voters",TRUE,TRUE,3,"Believe",0,1,1,0,FALSE,TRUE,"Suburb"
"1089",FALSE,FALSE,"Midwest",0,48,0,"Hispanic","Democrat","Liberal/Very Liberal",TRUE,3,"Harris",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","Don't know",1,1,0,1,0,"Persuade Trump voters",TRUE,TRUE,1,"Presumption of innocence",0,0,0,1,FALSE,TRUE,"Rural or other"
"1090",FALSE,TRUE,"South",0,29,0,"White","Democrat","Liberal/Very Liberal",FALSE,0,"Biden",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,0,1,0,1,"Persuade Trump voters",FALSE,TRUE,3.75,"Not sure",1,0,0,0,FALSE,FALSE,"Suburb"
"1091",TRUE,FALSE,"Northeast",0,54,1,"White","Democrat","Liberal/Very Liberal",TRUE,1,"Bernie",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"Don't know","Don't know",1,0,0,0,0,"Motivate base",TRUE,TRUE,1.25,"Not sure",0,1,1,1,FALSE,FALSE,"City"
"1092",FALSE,TRUE,"Northeast",1,55,0,"White","Democrat","Liberal/Very Liberal",TRUE,2,"Harris",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,1,1,1,0,"Motivate base",TRUE,TRUE,1.75,"Believe",0,1,0,0,FALSE,TRUE,"City"
"1093",TRUE,TRUE,"South",1,72,0,"White","Independent","Moderate",TRUE,2,"Other",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,0,0,1,1,"Motivate base",FALSE,FALSE,4.25,"Presumption of innocence",1,1,0,0,FALSE,TRUE,"Suburb"
"1094",FALSE,TRUE,"West",1,65,0,"Black","Democrat","Moderate",FALSE,0,"Biden",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,0,1,0,1,"Persuade Trump voters",FALSE,TRUE,2.25,"Not sure",1,0,0,0,FALSE,FALSE,"Suburb"
"1095",TRUE,TRUE,"Northeast",1,70,0,"Black","Democrat","Liberal/Very Liberal",TRUE,3,"Biden",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,1,1,1,1,"Motivate base",FALSE,TRUE,5.5,"Believe",0,1,0,0,FALSE,FALSE,"Rural or other"
"1096",TRUE,TRUE,"South",0,42,0,"Black","Democrat","Moderate",TRUE,3,"Harris",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,0,0,1,0,"Persuade Trump voters",FALSE,FALSE,2,"Presumption of innocence",0,0,1,0,TRUE,TRUE,"Rural or other"
"1097",TRUE,TRUE,"South",0,44,0,"White","Democrat","Liberal/Very Liberal",TRUE,1,"Warren",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Long primary election campaigns among Democrats weaken the eventual nominee","Don't know",0,0,0,0,0,"Motivate base",TRUE,FALSE,3.25,"Not sure",0,1,0,0,TRUE,FALSE,"Rural or other"
"1098",FALSE,FALSE,"Midwest",1,66,0,"White","Democrat","Moderate",TRUE,1,"Pete",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"Don't know","Don't know",1,1,1,1,1,"Motivate base",TRUE,TRUE,3.75,"Believe",1,0,0,0,FALSE,TRUE,"City"
"1099",TRUE,TRUE,"South",1,61,0,"Black","Democrat","Moderate",TRUE,3,"Harris",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,1,1,1,0,"Motivate base",TRUE,TRUE,1.5,"Believe",1,0,1,0,TRUE,TRUE,"Suburb"
"1100",FALSE,FALSE,"West",0,71,1,"White","Democrat","Liberal/Very Liberal",TRUE,3,"Warren",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Don't know","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",0,0,0,1,0,"Motivate base",TRUE,TRUE,2.5,"Believe",0,1,0,0,FALSE,TRUE,"City"
"1101",TRUE,FALSE,"Northeast",1,26,1,"White","Independent","Liberal/Very Liberal",TRUE,2,"Bernie",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",0,0,0,0,0,"Don't know",TRUE,TRUE,3.25,"Believe",0,0,1,1,FALSE,TRUE,"Suburb"
"1102",FALSE,TRUE,"West",0,52,1,"White","Independent","Liberal/Very Liberal",TRUE,2,"Other",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Don't know","Don't know",1,0,0,1,1,"Don't know",TRUE,FALSE,2.25,"Not sure",0,1,0,0,FALSE,FALSE,"City"
"1103",FALSE,TRUE,"Northeast",0,35,0,"White","Democrat","Moderate",TRUE,2,"Bernie",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",0,0,0,0,0,"Motivate base",TRUE,TRUE,4.25,"Presumption of innocence",1,0,0,0,FALSE,FALSE,"Suburb"
"1104",TRUE,TRUE,"Northeast",1,54,1,"Black","Democrat","Liberal/Very Liberal",TRUE,2,"Warren",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",0,0,0,1,0,"Motivate base",TRUE,TRUE,1,"Believe",0,1,0,0,TRUE,FALSE,"Suburb"
"1105",FALSE,FALSE,"West",0,41,0,"White","Democrat","Moderate",TRUE,2,"Pete",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Don't know","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,0,0,1,1,"Motivate base",TRUE,TRUE,1,"Believe",1,0,0,0,FALSE,FALSE,"Rural or other"
"1106",FALSE,FALSE,"South",0,33,1,"Black","Democrat","Liberal/Very Liberal",TRUE,1,"Other",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"Don't know","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,1,1,1,0,"Motivate base",TRUE,FALSE,2.75,"Presumption of innocence",0,1,0,0,TRUE,FALSE,"Suburb"
"1107",FALSE,TRUE,"Northeast",0,53,1,"Black","Democrat","Moderate",TRUE,1,"Biden",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,1,1,0,1,"Persuade Trump voters",TRUE,TRUE,3.25,"Presumption of innocence",1,0,0,0,FALSE,TRUE,"Suburb"
"1108",FALSE,TRUE,"West",1,34,0,"Black","Democrat","Liberal/Very Liberal",FALSE,0,"Bernie",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,0,0,1,0,"Persuade Trump voters",TRUE,FALSE,1.75,"Presumption of innocence",1,1,0,0,FALSE,FALSE,"Rural or other"
"1109",TRUE,TRUE,"Midwest",0,38,0,"White","Independent","Conservative/Very conservative",FALSE,0,"Other",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,0,1,0,0,"Persuade Trump voters",FALSE,FALSE,3.75,"Believe",0,0,0,0,TRUE,FALSE,"Suburb"
"1110",FALSE,FALSE,"South",1,59,0,"Black","Democrat","Moderate",TRUE,3,"Other",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,0,0,1,1,"Motivate base",TRUE,FALSE,1.5,"Presumption of innocence",1,0,0,0,TRUE,TRUE,"City"
"1111",FALSE,FALSE,"Northeast",1,53,1,"Hispanic","Independent","Moderate",TRUE,1,"Other",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",0,0,0,1,0,"Persuade Trump voters",TRUE,TRUE,1,"Believe",0,0,0,0,FALSE,TRUE,"Rural or other"
"1112",FALSE,TRUE,"South",1,40,1,"Black","Democrat","Liberal/Very Liberal",TRUE,1,"Biden",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,0,0,1,0,"Persuade Trump voters",TRUE,FALSE,2.25,"Presumption of innocence",0,1,0,0,FALSE,FALSE,"Suburb"
"1113",FALSE,FALSE,"Midwest",1,51,0,"White","Democrat","Moderate",TRUE,1,"Warren",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,1,1,0,0,"Motivate base",TRUE,TRUE,2.5,"Believe",1,0,0,0,FALSE,TRUE,"Rural or other"
"1114",FALSE,TRUE,"South",1,50,1,"Black","Independent","Moderate",FALSE,0,"Biden",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,0,0,1,1,"Persuade Trump voters",TRUE,TRUE,4.75,"Presumption of innocence",1,0,0,0,FALSE,TRUE,"Suburb"
"1115",FALSE,TRUE,"South",0,64,0,"Hispanic","Democrat","Liberal/Very Liberal",TRUE,1,"Harris",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,0,0,0,0,"Motivate base",FALSE,TRUE,3,"Believe",0,1,0,0,FALSE,TRUE,"Rural or other"
"1116",TRUE,TRUE,"Northeast",0,24,1,"White","Democrat","Liberal/Very Liberal",TRUE,1,"Other",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",0,0,0,0,0,"Persuade Trump voters",FALSE,TRUE,4.75,"Presumption of innocence",0,1,0,0,FALSE,TRUE,"Suburb"
"1117",TRUE,TRUE,"South",0,38,1,"White","Democrat","Liberal/Very Liberal",TRUE,1,"Warren",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","Don't know",1,0,0,0,0,"Motivate base",FALSE,FALSE,5.5,"Believe",0,1,0,0,FALSE,FALSE,"City"
"1118",FALSE,FALSE,"West",0,24,1,"White","Democrat","Liberal/Very Liberal",TRUE,2,"Biden",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,0,1,0,1,"Motivate base",TRUE,FALSE,2,"Not sure",0,1,1,0,FALSE,TRUE,"City"
"1119",FALSE,TRUE,"Northeast",0,36,1,"White","Democrat","Liberal/Very Liberal",TRUE,3,"Bernie",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","Don't know",0,1,0,0,0,"Motivate base",TRUE,TRUE,3.25,"Believe",0,1,0,0,TRUE,TRUE,"Suburb"
"1120",FALSE,FALSE,"South",0,35,1,"White","Democrat","Liberal/Very Liberal",TRUE,3,"Warren",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Long primary election campaigns among Democrats weaken the eventual nominee","The Democratic agenda is too important to be undercut by publicity stunts. Democratic candidates should welcome campaign spending from donors large and small, including Super PACs",1,0,0,1,0,"Motivate base",TRUE,FALSE,1.5,"Believe",0,1,1,1,FALSE,TRUE,"Suburb"
"1121",TRUE,FALSE,"West",0,33,1,"White","Democrat","Liberal/Very Liberal",TRUE,3,"Other",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"Don't know","Don't know",1,0,0,0,0,"Motivate base",TRUE,TRUE,3.75,"Believe",0,1,1,0,FALSE,TRUE,"City"
"1122",FALSE,FALSE,"South",0,34,1,"White","Independent","Liberal/Very Liberal",TRUE,2,"Warren",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"Don't know","The Democratic agenda is too important to be undercut by wealthy interests. Democratic candidates should refuse help from Super PACs",1,0,0,1,0,"Persuade Trump voters",TRUE,TRUE,1.75,"Believe",0,1,1,0,FALSE,FALSE,"Suburb"
"1123",TRUE,TRUE,"Northeast",0,31,1,"Other","Democrat","Liberal/Very Liberal",FALSE,0,"Bernie",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Don't know","Don't know",1,1,0,1,0,"Don't know",TRUE,TRUE,2.5,"Not sure",0,1,0,0,TRUE,FALSE,"City"
"1124",TRUE,TRUE,"South",1,29,1,"White","Democrat","Liberal/Very Liberal",TRUE,3,"Pete",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"Long primary election campaigns ensure the strongest Democrats emerge to advance the party’s agenda","Don't know",1,0,0,0,0,"Persuade Trump voters",TRUE,TRUE,2.75,"Believe",0,1,1,0,FALSE,TRUE,"City"
